id,comment,like,timestamp
diana19940317,@yung_yung507,0,2022-04-12T12:59:42.000Z
myshiodacrafts,@shelley0330,1 ,2022-03-10T09:46:37.000Z
peicihwoo,請問雞肉用什麼牌子調理機打成泥狀？,0,2022-03-09T14:25:12.000Z
yc.chai,請問用氣炸鍋肉球需要刷油嗎？,0,2022-03-09T09:34:57.000Z
nihongo_hana_1010,@herozero_shixian,0,2022-03-05T12:49:34.000Z
as_mandyy,This is so yummy 🤤,0,2022-03-05T07:05:32.000Z
huangeunice,請問沒煎的，可以放冷凍保存嗎？,0,2022-03-04T13:09:12.000Z
annababy.ann,再拿一個便當盒裝雞球😋😋三顆不夠，想吃更多～,0,2022-03-04T07:49:29.000Z
jesmine122_,@emilytiong2002,0,2022-03-04T07:15:18.000Z
kelinwu323,👏👏👏👏👏👏👏👏👏👏👏👏,0,2022-03-03T20:11:46.000Z
shih.yi_,請問香菜能用其他什麼菜代替嗎,0,2022-03-03T16:58:48.000Z
momofly2914,@ss2592142 這個好嗎,0,2022-03-03T07:49:12.000Z
lulu383810,因為香菜 我應該可以一顆接著一顆吃不停，找時間來做起來😋,0,2022-03-03T01:04:16.000Z
lovelynoir,@oreowyc 有香菜耶！,0,2022-03-03T00:52:12.000Z
tammythoh,喜欢！因为我家的孩子不吃菜。那天我也是放了虾、白菜、肉碎、鸡蛋、大葱、蒜。他们不知道有菜，就吃光光。😂,0,2022-03-03T00:34:27.000Z
cookwithme_happykitchen,用氣炸鍋顏色很平均，形狀看起也比較能維持👏加了豆腐進雞肉又健康又低卡，我愛😍👏,0,2022-03-02T21:20:38.000Z
rac.1222,@huiqi_0409,1 ,2022-03-02T17:36:45.000Z
whatsup40girl,天啊好誘人！立刻出門買食材❤️,0,2022-03-02T17:06:37.000Z
koala.tw,我要香菜多🤤🤤🤤,0,2022-03-02T16:43:45.000Z
relaxlalalala,想問炒鹽漬刈菜辣肉末怎麼做？看起來超好吃,0,2022-03-02T15:04:34.000Z
yuyulinnn,@alen_065,0,2022-03-02T14:53:24.000Z
austinandhaha,我要煮！！！(立刻買香菜),2 ,2022-03-02T13:13:40.000Z
glucleben,👏👏,0,2022-03-02T12:03:48.000Z
sharonhsieh19,請問用雞腿肉可以嗎？,0,2022-03-02T12:00:29.000Z
daypoonesnow,好喜歡😍,0,2022-03-02T11:53:32.000Z
heraand_food,看起來也太好吃了吧😻😻😻如果不放蔬菜OK嗎？,1 ,2022-03-02T10:29:27.000Z
kivi_nail,❤️,0,2022-03-02T10:03:47.000Z
kelley.90,可以换成猪肉吗？,0,2022-03-02T10:01:59.000Z
chu.kao.5,氣炸看起來澎澎的，好好吃的感覺😍,0,2022-03-02T09:45:31.000Z
ghoxo_buddin_0124,不吃香菜，用蔥花代替可以不,0,2022-03-02T09:33:44.000Z
c5100512,@vionoopy 感覺很讚,1 ,2022-03-02T09:27:02.000Z
jaclynng513,可以先做半熟，然后放冰箱冷冻吗,0,2022-03-02T09:23:18.000Z
luv_annie917,香菜香菜香菜Ya😆😆😆,0,2022-03-02T09:22:29.000Z
lindalintpe,香菜超級可以 ❤❤❤❤,0,2022-03-02T09:03:57.000Z
eddie63chu,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,0,2022-03-02T09:00:56.000Z
