id,comment,like,timestamp
alicelin0410,❤️,0,2022-01-17T05:53:06.000Z
nanhaibaking,天啊 這誰受得了,0,2022-01-14T15:42:31.000Z
rosa09155,@aa123456902000,0,2022-01-13T04:55:59.000Z
echenck,❤️,0,2022-01-13T04:11:57.000Z
wellness_in_the_mind,更重要的是健康的生活🏃‍♀️,1 ,2022-01-12T08:54:09.000Z
phoebel713,請問肉要怎麼煮才不會太柴呢？ 謝謝,1 ,2022-01-12T03:49:22.000Z
snoopywu2000,也可以包高麗菜絲，很棒喔～看了妳的料理就會變厲害了👍,0,2022-01-12T03:44:28.000Z
cobemommy,放入收藏❤️😍,0,2022-01-12T00:19:44.000Z
nikkiechiu,我今天也剛好做茭白筍肉卷🫔,1 ,2022-01-11T23:19:10.000Z
alvinwale0,🔥,0,2022-01-11T19:38:31.000Z
lovelestisha,👏👏👏馬上學起來做便當,0,2022-01-11T16:39:32.000Z
kam2eat,向冷颼颼的天氣裡，早起做便當的媽媽老婆們致敬❤️❤️❤️,0,2022-01-11T14:03:01.000Z
llamzygirll,@717_________,0,2022-01-11T13:09:16.000Z
mei_wun_yan,已經買你的書了，要來試一下,0,2022-01-11T13:02:10.000Z
xing_0503,看起來好美味 這我應該10秒shot掉 哈哈！,0,2022-01-11T12:41:48.000Z
peiyi.hsu2,😍😍,0,2022-01-11T10:51:29.000Z
hsiaowei6812,看Betty 做菜就是享受跟療癒，很真誠的媽媽味😊😊😊,0,2022-01-11T10:36:39.000Z
jan.huang0515,請問便當盒在哪購入？（很口愛）,2 ,2022-01-11T09:22:22.000Z
katherine.826,蔬菜肉捲之前就看過貝蒂的食譜，就是超愛的一道菜了🥰🥰,0,2022-01-11T08:42:29.000Z
eddie63chu,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,0,2022-01-11T08:21:23.000Z
ppcpeichi,主婦救星😃 請問換成鴻喜菇會不會太短？😅,0,2022-01-11T08:11:32.000Z
chumg7,肚子好餓歐😖,0,2022-01-11T07:34:39.000Z
jun_june05,❤️❤️,0,2022-01-11T07:25:38.000Z
wan_ching04,貝蒂的肉料理看起來真的好好吃啊 ❤️,0,2022-01-11T07:16:50.000Z
mikereaves300,Delicious,0,2022-01-11T07:11:21.000Z
