id,comment,like,timestamp
lilyliyen,還要閉眼睛慢慢張開 因為要給翻白眼時間恢復,395 ,2022-04-11T13:05:38.000Z
funky527381,為什麼還要繼續跟那樣的人講話？,96 ,2022-04-11T13:03:57.000Z
wyy2_,@z_stalcry.0 @_hauyin @kyxnn6 @pumu__ @shiindesu  一定係 @17pw.03,6 ,2022-04-11T13:56:55.000Z
lulu_coffeeholic_2.0,@jt931196  @kiscc78819 @sean0.713 @yun___su,2 ,2022-04-11T15:08:45.000Z
wei__114,@bug_0401 @ziiilllea,1 ,2022-04-11T14:32:56.000Z
sweetiexuan0417,@jiashanliu 我覺得非 @jwlee_1103 莫屬,2 ,2022-04-11T13:01:41.000Z
tc_fu.02.14,@hyc_0808 @chenghao_1002 是不是想到同一個人,1 ,2022-04-11T14:50:14.000Z
zxuanry,@sone850817 要對 @nnnn527_ 尊重友善包容,1 ,2022-04-11T14:38:17.000Z
blackteasniper,@xinyu_0314 @jasonsu12191,0,2022-04-11T14:50:43.000Z
yu_chien.kao,@shinnosuke_33 @iameagle69,0,2022-04-11T15:11:34.000Z
lbpsc015,@li3kg 😌,1 ,2022-04-11T15:12:54.000Z
asapmsnnn,@gggggenius,0,2022-04-11T14:25:59.000Z
peeiiiyu,@zack__1214,1 ,2022-04-11T13:16:22.000Z
jesuisdago,@doumiaoba,0,2022-04-11T13:51:56.000Z
han.501,@suicizlun @cody19_06_27 某湯,3 ,2022-04-11T13:07:09.000Z
bob.hsu2000,@linh_1115,0,2022-04-11T13:05:40.000Z
victoria99099,@suehua08 @eva.lu.374 @shugei_sugoi 哈哈哈哈😂有吧😳,2 ,2022-04-11T13:27:34.000Z
masonchanchiho,@nataliecsk,0,2022-04-11T14:19:54.000Z
c_x_8.90,@bai_5.90,0,2022-04-11T13:00:32.000Z
sosofei_eunji,@sososhy_ 😮‍💨,1 ,2022-04-11T13:27:38.000Z
