id,comment,like,timestamp
lingo.kuo,年輕人因為很多事還沒嘗試而快樂，老年人因為很多事還沒做而難過,0,2021-12-15T14:37:17.000Z
lizhenting15,享受快樂，不要壓抑，否則會生病，不划算。,1 ,2021-12-15T12:17:04.000Z
yutsunghan1991,可以有錢就不要窮,0,2021-12-15T10:35:15.000Z
vampirex2tw,可以快樂誰要難過,0,2021-12-15T08:35:34.000Z
gou_ching,👍,0,2021-12-15T01:23:41.000Z
z19850504,👏分享,0,2021-12-15T00:55:15.000Z
mei640704,❤️,0,2021-12-14T20:17:41.000Z
luckyinhouse,真的是幹話,0,2021-12-14T17:21:22.000Z
jacy_ljx,@hayden_lsh,0,2021-12-14T16:07:18.000Z
josephyin873,你想要的東西其實都可以得到，只要花錢就好,0,2021-12-14T15:54:16.000Z
baoyin0901,我盡量 我努力,1 ,2021-12-14T15:02:44.000Z
shinee_jun,誰想難過跟我說？,1 ,2021-12-14T14:54:40.000Z
___ya0413,媽的幹話,0,2021-12-14T14:40:38.000Z
t779126,談何容易啊,0,2021-12-14T13:25:12.000Z
m6111217261,👏,0,2021-12-14T11:17:25.000Z
__pm2.5__,@lucyloki,1 ,2021-12-14T10:29:55.000Z
ad20921,❤️,0,2021-12-14T09:34:37.000Z
y.phama1104,❤️i,0,2021-12-14T08:46:53.000Z
genious159159159159159,@martian.jb 能吃飽就不要餓肚子,1 ,2021-12-14T08:18:48.000Z
grace6194,這些道理都懂，唯獨”心”不由己,0,2021-12-14T08:16:31.000Z
smilesmilesmilodon,可以笑的話～不會哭🎼,0,2021-12-14T07:19:25.000Z
maru_7907,但這句話我怎麼越看越難過,1 ,2021-12-14T07:17:26.000Z
tanyianghui,讚👍,0,2021-12-14T07:03:30.000Z
liying9644,真的,0,2021-12-14T06:48:55.000Z
william11091109,@zhiyu_1207,0,2021-12-14T05:42:44.000Z
linyuan763,可以快樂，誰要難過。,0,2021-12-14T04:17:38.000Z
ploy5201009,可以快樂誰想難過,3 ,2021-12-14T00:53:58.000Z
ray530324,👏,0,2021-12-13T22:19:52.000Z
vivian_elgarhey,🙌,0,2021-12-13T22:19:31.000Z
rowan_cycling,可以混，就不要工作,0,2021-12-13T22:18:56.000Z
wan_tin926,我也想啊！可是快樂好難！,0,2021-12-13T17:21:55.000Z
zhou_.yq,@xie.0921,0,2021-12-13T16:46:11.000Z
gjg1202,好,0,2021-12-13T16:04:00.000Z
zoeiswenli,👏👏👏,0,2021-12-13T15:50:07.000Z
hxh5858,有难过，对应面肯定有快乐，中间无风带,0,2021-12-13T15:26:25.000Z
gd701227,有時很想做到這樣但遇到事又退縮了😢ㄧ直快樂不起來,1 ,2021-12-13T15:19:12.000Z
amy0301117,謝謝分享,0,2021-12-13T13:56:20.000Z
bobochacha.sy,@yandaocolin,1 ,2021-12-13T13:28:28.000Z
rachelying_chuan,其實這是必須逼自己的但是經常碰到一些人一些事情真的😢易難過,0,2021-12-13T13:20:09.000Z
yu_chun_kuang,心隨意轉😃,0,2021-12-13T13:00:49.000Z
